,track_name,_description
6935,5ZsKEtkOiiPe5h87OEusdM,veinticinco rosas joan sebastian veinticinco rosas midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence midalbum_popularity highartist_popularity nineties musica mexicana ranchera norteno banda grupera key9 
6936,3RSnbJiWwd3hP4d7T5D0w5,0200 am sarah crean 02:00 am midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness midloudness minormode lowspeechiness hightempo highvalence midalbum_popularity midartist_popularity presenttime  key9 
6937,7s0vuW12tMatfSPqLSHILG,the thing that should not be metallica the thing that should not be lowpopularity lowacousticness highdanceability highenergy midinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity highartist_popularity eighties rock hard rock metal old school thrash thrash metal key9 
6938,6GomT970rCOkKAyyrwJeZi,move your body öwnboss move your body highpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo lowvalence highalbum_popularity highartist_popularity presenttime  key2 
6939,5k3smjekmw7ZMCHMxLUKFA,la conecté los rojos la conecté midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence midalbum_popularity midartist_popularity presenttime musica mexicana nueva musica mexicana key0 
6940,57a2a5vsEqnZsjcwMuo6Vo,amphetamine everclear amphetamine midpopularity lowacousticness lowdanceability highenergy lowinstrumentalness midliveness highloudness majormode midspeechiness midtempo lowvalence midalbum_popularity midartist_popularity nineties pop rock rock permanent wave alternative rock postgrunge alternative metal key7 
6941,0BqQWfhMrkpRAUCbdfdHUC,little sister queens of the stone age little sister midpopularity lowacousticness middanceability highenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness hightempo highvalence midalbum_popularity highartist_popularity twothousands modern rock rock alternative rock alternative metal nu metal blues rock stoner rock key1 
6942,6ouTGbETM7ZdID1eMXZJde,day n nite  crookers remix kid cudi day 'n' nite - crookers remix midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo highvalence midalbum_popularity highartist_popularity twothousands rap hip hop ohio hip hop key11 
6943,7LSPHfVcaebR9Oo20ZyRDd,me gusta tu vieja banda ms de sergio lizárraga me gusta tu vieja midpopularity midacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence highalbum_popularity highartist_popularity presenttime musica mexicana norteno banda key5 
6944,6rmVv5Nh80OfI8qWxHiyY2,y así fue julión álvarez y su norteño banda y así fue highpopularity highacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence highalbum_popularity highartist_popularity presenttime musica mexicana norteno banda key7 
6945,2SBacTHieeZve1loCYAWcy,corrigan sorority noise corrigan midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence midalbum_popularity midartist_popularity presenttime emo alternative emo key1 
6946,6PPu2SJkd5XmHU7q4QifbQ,new divide linkin park new divide midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity twothousands postgrunge alternative metal nu metal rap metal key5 
6947,6DT6YBRXnxhIeSH0rn6khB,echa palla manos parriba feat papayo pitbull echa pa'lla (manos pa'rriba) (feat. papayo) midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence midalbum_popularity highartist_popularity twothousands pop dance pop pop rap key10 
6948,0T54zxlcWqAKBYoogC183w,"killionaire bryan ""brysi"" simon killionaire lowpopularity midacousticness middanceability midenergy lowinstrumentalness midliveness midloudness majormode lowspeechiness midtempo highvalence lowalbum_popularity lowartist_popularity presenttime  key8 "
6949,2wVWGFVkL5I3JGsoWBx2AZ,edging blink-182 edging highpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence midalbum_popularity highartist_popularity presenttime pop punk rock socal pop punk punk key5 
6950,39n1y2JqVOPIdfUeLqzgfl,darkside blink-182 darkside midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence midalbum_popularity highartist_popularity presenttime pop punk rock socal pop punk punk key4 
6952,1DZo8JMyHCUHCzBfxEmIIA,ready to go jaded juice riders ready to go midpopularity lowacousticness middanceability highenergy midinstrumentalness midliveness highloudness majormode lowspeechiness hightempo midvalence midalbum_popularity midartist_popularity presenttime indie garage rock key11 
6953,5zXvIVOjU48L8TDnrnuvmg,using sorority noise using midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence midalbum_popularity midartist_popularity presenttime emo alternative emo key1 
6954,54YY9VsZn8sbwXht0VAKZB,black memories the growlers black memories midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence midalbum_popularity midartist_popularity presenttime indie garage rock key0 
6955,5tN0LIuQDapSFedlYJuG0k,kate mccannon colter wall kate mccannon midpopularity highacousticness middanceability lowenergy lowinstrumentalness lowliveness midloudness majormode lowspeechiness hightempo lowvalence midalbum_popularity midartist_popularity presenttime  key7 
6956,0Lsis3LB0XAK6XlTHXaJk2,maldita pobreza bad bunny maldita pobreza highpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo midvalence highalbum_popularity highartist_popularity presenttime reggaeton trap latino key4 
6957,6roFHBn0kFsj0H0ud7gSTn,dillion david garcía díaz dillion lowpopularity highacousticness lowdanceability lowenergy highinstrumentalness lowliveness midloudness majormode lowspeechiness hightempo lowvalence midalbum_popularity midartist_popularity presenttime video game music key2 
6958,2mqK3BMn7j0qa9OTWDDxG0,shadow david garcía díaz shadow lowpopularity highacousticness lowdanceability lowenergy lowinstrumentalness lowliveness midloudness minormode lowspeechiness hightempo lowvalence midalbum_popularity midartist_popularity presenttime video game music key5 
6959,0Ko9aSJpZQrRfhdJABWIZC,river of knives david garcía díaz river of knives lowpopularity lowacousticness lowdanceability lowenergy highinstrumentalness lowliveness midloudness majormode lowspeechiness slowtempo lowvalence midalbum_popularity midartist_popularity presenttime video game music key10 
6960,2gE95JskwQ1pCACTpGe1Db,down on the corner creedence clearwater revival down on the corner highpopularity midacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence highalbum_popularity highartist_popularity sixties rock classic rock album rock key0 
6961,62nQ8UZVqR2RMvkJHkcO2o,jeremy pearl jam jeremy highpopularity lowacousticness lowdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence highalbum_popularity highartist_popularity nineties rock permanent wave alternative rock grunge key2 
6962,0B8QzDH7YWih85V5SEMnyJ,money longer lil uzi vert money longer highpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo midvalence highalbum_popularity highartist_popularity presenttime rap melodic rap trap key5 
6964,51c94ac31swyDQj9B3Lzs3,change in the house of flies deftones change (in the house of flies) highpopularity lowacousticness lowdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo lowvalence highalbum_popularity highartist_popularity nineties rock alternative metal nu metal rap metal key7 
6965,5GWrhVfgP4szBtCOXbSki8,eddie red hot chili peppers eddie midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo midvalence midalbum_popularity highartist_popularity presenttime permanent wave alternative rock funk metal funk rock key9 
6966,7guFTOd0fuKZoT2Z6LQE9w,fdb young dro fdb midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence midalbum_popularity midartist_popularity presenttime pop rap rap southern hip hop trap atl hip hop gangster rap dirty south rap key5 
6967,7dKqiOmIe0D1TowvuHBqDz,dyers eve remastered metallica dyers eve (remastered) lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo highvalence lowalbum_popularity highartist_popularity eighties rock hard rock metal old school thrash thrash metal key1 
6968,3CzOoYfw7mj5jMHGsJp9TG,im so sick flyleaf i'm so sick lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo lowvalence lowalbum_popularity midartist_popularity twothousands alternative metal nu metal key2 
6969,7sMP2BG7I4qXYH5hocL0gv,the only thing they fear is you necromorphic despair the only thing they fear is you midpopularity lowacousticness lowdanceability highenergy lowinstrumentalness lowliveness midloudness minormode lowspeechiness midtempo lowvalence midalbum_popularity midartist_popularity presenttime  key8 
6970,32r25QdtfHgAxjohp2EoPH,el rey vicente fernández el rey midpopularity midacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity twothousands ranchera mariachi key2 
6971,0pzSFbqT7lNJJdvmTvGS66,jefe de jefes los tigres del norte jefe de jefes midpopularity midacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence midalbum_popularity highartist_popularity twothousands norteno key9 
6972,6P3dT8EkJd0LOyZklOl0Na,el rey vicente fernández el rey midpopularity midacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity seventies ranchera mariachi key2 
6973,3S9rZU1GDPhs8WNDv5HQSs,medicine woman robert finley medicine woman midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence midalbum_popularity midartist_popularity presenttime  key4 
6974,28cnXtME493VX9NOw9cIUh,hurt johnny cash hurt highpopularity midacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence midalbum_popularity highartist_popularity twothousands  key9 
6975,6ZcbGDfQeEtqMbfiIT26Ix,del otro lado del portón ramon ayala y sus bravos del norte del otro lado del portón midpopularity midacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence midalbum_popularity midartist_popularity presenttime musica mexicana norteno key10 
6977,20bJBbPapGQ4bqs0YcA9xY,just what i am kid cudi just what i am highpopularity lowacousticness middanceability highenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness hightempo midvalence midalbum_popularity highartist_popularity presenttime rap hip hop ohio hip hop key1 
6979,2dEeqbtc9uQ9YeMEhbgesL,im glad that you found someone sad alex i'm glad that you found someone midpopularity highacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence lowalbum_popularity midartist_popularity presenttime  key11 
6980,6RsdNj3H6A9sFvRlUlTh4m,me muero la quinta estacion me muero lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence midalbum_popularity midartist_popularity twothousands latin pop latin arena pop rock en espanol key5 
6981,5XJRLfNfUIHzeO2RWIwksa,cant help falling in love elvis presley can't help falling in love lowpopularity highacousticness middanceability lowenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity highartist_popularity twothousands  key2 
6982,3WcC6NH9J77xPEvj1SOL7z,march madness future march madness midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence midalbum_popularity highartist_popularity presenttime rap hip hop southern hip hop trap atl hip hop key8 
6984,3dtGHZyEGmKSmQoAPcbvyb,la botella mach & daddy la botella highpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence midalbum_popularity midartist_popularity twothousands reggaeton latin hip hop key0 
6985,2Un5sxsgnFBxiIDV0KdfMn,no son of mine foo fighters no son of mine lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence lowalbum_popularity highartist_popularity presenttime modern rock rock permanent wave alternative rock postgrunge alternative metal key9 
